														MP Travel: regular journeys between home/constituency/Westminster				MP Travel: Other				MP Spouse Travel		MP Family Travel		MP Employee Travel	
Member		TOTAL ALLOWANCES CLAIMED, INC TRAVEL	TOTAL BASIC ALLOWANCES, EXC TRAVEL	TOTAL TRAVEL CLAIMED	Cost of staying away from main home	London supplement	Office running costs	Staffing costs	Centrally purchased stationery	Stationery associated postage costs	Central IT provision	Staff cover and other costs	Comms allowance	Mileage	MP Rail	MP Air	MP Misc (see notes)	MP other Mileage	MP other Rail	MP other Air	MP other European	Spouse Total	No. of Journeys	Family Total	No. of Journeys	Employee Total	No. of Journeys
Newmark	Mr Brooks	£138,270.00	£136,292.00	£1,978.00	£20,000.00	£0.00	£8,618.00	£98,107.00	£267.00	£816.00	£1,082.00	£0.00	£7,402.00	£979.00	£999.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Knight	Rt Hon Greg	£138,158.00	£127,000.00	£11,158.00	£18,305.00	£0.00	£11,486.00	£89,029.00	£861.00	£4,530.00	£1,247.00	£0.00	£1,542.00	£7,114.00	£4,044.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Clifton-Brown	Mr Geoffrey	£138,082.00	£134,671.00	£3,411.00	£23,083.00	£0.00	£21,402.00	£82,859.00	£496.00	£1,447.00	£1,365.00	£0.00	£4,019.00	£2,893.00	£162.00	£0.00	£0.00	£0.00	£67.00	£222.00	£0.00	£0.00	0	£0.00	0	£67.00	2
Laxton	Mr Bob	£138,051.00	£132,320.00	£5,731.00	£19,042.00	£0.00	£17,846.00	£87,111.00	£778.00	£1,878.00	£1,346.00	£0.00	£4,319.00	£5,087.00	£482.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£162.00	2
Olner	Mr Bill	£138,010.00	£125,827.00	£12,183.00	£23,083.00	£0.00	£14,075.00	£84,077.00	£452.00	£2,037.00	£1,168.00	£0.00	£935.00	£2,122.00	£6,960.00	£0.00	£0.00	£0.00	£0.00	£0.00	£1,086.00	£1,098.00	10	£0.00	0	£917.00	10
Rooney	Mr Terry	£137,978.00	£123,088.00	£14,890.00	£13,980.00	£0.00	£20,791.00	£81,933.00	£1,161.00	£2,685.00	£1,265.00	£0.00	£1,273.00	£6,290.00	£4,706.00	£183.00	£0.00	£0.00	£0.00	£0.00	£0.00	£2,022.00	14	£0.00	0	£1,689.00	12
Pound	Stephen	£137,950.00	£130,837.00	£7,113.00	£0.00	£2,812.00	£10,565.00	£101,057.00	£1,157.00	£2,685.00	£1,108.00	£1,599.00	£9,854.00	£4,251.00	£0.00	£0.00	£324.00	£0.00	£0.00	£0.00	£2,538.00	£0.00	0	£0.00	0	£0.00	0
Adams	Mr Gerry	£137,943.00	£134,314.00	£3,629.00	£21,131.00	£0.00	£21,273.00	£90,278.00	£85.00	£218.00	£1,329.00	£0.00	£0.00	£0.00	£0.00	£1,506.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£2,123.00	10
Amess	Mr David	£137,748.00	£129,954.00	£7,794.00	£23,063.00	£0.00	£19,777.00	£79,624.00	£782.00	£2,595.00	£1,293.00	£0.00	£2,820.00	£4,589.00	£926.00	£0.00	£263.00	£0.00	£0.00	£0.00	£1,705.00	£61.00	5	£15.00	2	£235.00	24
Turner	Mr Andrew	£137,641.00	£128,795.00	£8,846.00	£19,953.00	£0.00	£14,564.00	£82,453.00	£1,110.00	£2,523.00	£1,413.00	£0.00	£6,779.00	£3,667.00	£273.00	£0.00	£3,930.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£976.00	0
Armstrong	Rt Hon Hilary	£137,636.00	£117,522.00	£20,114.00	£11,712.00	£0.00	£18,621.00	£75,592.00	£719.00	£1,418.00	£1,275.00	£602.00	£7,583.00	£2,195.00	£12,251.00	£1,247.00	£298.00	£0.00	£278.00	£0.00	£0.00	£3,703.00	24	£0.00	0	£142.00	2
Cash	Mr William	£137,579.00	£124,981.00	£12,598.00	£22,312.00	£0.00	£12,114.00	£79,792.00	£127.00	£255.00	£509.00	£0.00	£9,872.00	£5,141.00	£4,536.00	£0.00	£25.00	£0.00	£0.00	£0.00	£0.00	£1,736.00	28	£0.00	0	£1,160.00	24
Ladyman	Dr Stephen	£137,559.00	£131,316.00	£6,243.00	£22,793.00	£0.00	£20,444.00	£72,207.00	£1,279.00	£2,469.00	£1,417.00	£0.00	£10,707.00	£5,138.00	£1,105.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Dismore	Mr Andrew	£137,445.00	£133,801.00	£3,644.00	£3,815.00	£0.00	£21,377.00	£90,457.00	£752.00	£6,205.00	£1,265.00	£0.00	£9,930.00	£2,144.00	£0.00	£0.00	£81.00	£0.00	£0.00	£0.00	£1,419.00	£0.00	0	£0.00	0	£0.00	0
Cormack	Sir Patrick	£137,417.00	£132,188.00	£5,229.00	£22,972.00	£0.00	£22,350.00	£79,344.00	£1,100.00	£5,572.00	£850.00	£0.00	£0.00	£4,749.00	£160.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£320.00	2	£0.00	0	£0.00	0
Hoon	Rt Hon Geoff	£137,405.00	£128,348.00	£9,057.00	£23,083.00	£0.00	£18,263.00	£65,379.00	£318.00	£1,414.00	£1,240.00	£0.00	£18,651.00	£3,708.00	£4,521.00	£0.00	£0.00	£0.00	£20.00	£0.00	£0.00	£465.00	5	£0.00	0	£343.00	6
Jackson	Mr Stewart	£137,346.00	£128,829.00	£8,517.00	£23,083.00	£0.00	£22,621.00	£68,081.00	£668.00	£2,485.00	£1,071.00	£0.00	£10,820.00	£5,045.00	£2,405.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£992.00	20	£0.00	0	£75.00	2
Gale	Mr Roger	£137,337.00	£131,760.00	£5,577.00	£9,375.00	£0.00	£22,100.00	£89,088.00	£1,931.00	£4,835.00	£915.00	£0.00	£3,516.00	£4,604.00	£519.00	£0.00	£33.00	£271.00	£64.00	£0.00	£0.00	£0.00	0	£0.00	0	£86.00	4
Mole	Chris	£137,303.00	£132,960.00	£4,343.00	£17,973.00	£0.00	£15,953.00	£86,202.00	£1,335.00	£5,255.00	£1,163.00	£0.00	£5,079.00	£0.00	£3,645.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£350.00	8	£226.00	10	£122.00	6
Beckett	Rt Hon Margaret	£137,206.00	£137,006.00	£200.00	£16,974.00	£0.00	£8,066.00	£107,458.00	£915.00	£2,382.00	£686.00	£0.00	£525.00	£0.00	£150.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£50.00	2
Slaughter	Mr Andrew	£137,153.00	£133,746.00	£3,407.00	£0.00	£5,524.00	£26,347.00	£84,020.00	£985.00	£6,001.00	£970.00	£0.00	£9,899.00	£1,482.00	£1,106.00	£0.00	£819.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Chope	Mr Christopher	£136,992.00	£130,559.00	£6,433.00	£22,792.00	£0.00	£23,208.00	£81,998.00	£371.00	£1,289.00	£901.00	£0.00	£0.00	£4,875.00	£643.00	£0.00	£355.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£560.00	0
Prentice	Mr Gordon	£136,847.00	£129,292.00	£7,555.00	£20,313.00	£0.00	£15,480.00	£85,966.00	£953.00	£3,381.00	£850.00	£0.00	£2,349.00	£3,428.00	£2,038.00	£1,742.00	£300.00	£47.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Heathcoat-Amory	Rt Hon David	£136,839.00	£129,334.00	£7,505.00	£20,930.00	£0.00	£15,779.00	£83,029.00	£1,054.00	£2,780.00	£734.00	£0.00	£5,028.00	£5,086.00	£1,386.00	£0.00	£0.00	£0.00	£0.00	£0.00	£189.00	£844.00	19	£0.00	0	£0.00	0
Tyrie	Mr Andrew	£136,832.00	£132,305.00	£4,527.00	£23,083.00	£0.00	£9,234.00	£93,926.00	£1,268.00	£3,398.00	£1,396.00	£0.00	£0.00	£4,402.00	£125.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Jackson	Glenda	£136,793.00	£136,793.00	£0.00	£0.00	£2,812.00	£12,054.00	£99,554.00	£970.00	£2,590.00	£1,052.00	£12,740.00	£5,021.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Doherty	Mr Pat	£136,423.00	£131,508.00	£4,915.00	£21,000.00	£0.00	£21,293.00	£87,083.00	£210.00	£622.00	£1,300.00	£0.00	£0.00	£2,916.00	£0.00	£1,213.00	£0.00	£0.00	£0.00	£0.00	£0.00	£786.00	4	£0.00	0	£0.00	0
Galloway	Mr George	£136,390.00	£136,390.00	£0.00	£0.00	£1,978.00	£17,721.00	£94,005.00	£47.00	£485.00	£1,058.00	£11,096.00	£10,000.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Gibson	Dr Ian	£136,241.00	£133,274.00	£2,967.00	£16,216.00	£0.00	£10,754.00	£98,119.00	£796.00	£2,271.00	£1,023.00	£0.00	£4,095.00	£1,440.00	£1,371.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£156.00	8
Mackay	Rt Hon Andrew	£136,239.00	£128,869.00	£7,370.00	£22,575.00	£0.00	£19,303.00	£75,193.00	£729.00	£2,188.00	£1,060.00	£0.00	£7,821.00	£5,104.00	£0.00	£0.00	£0.00	£0.00	£0.00	£87.00	£1,771.00	£408.00	30	£0.00	0	£0.00	0
McGuinness	Mr Martin	£136,236.00	£132,445.00	£3,791.00	£21,000.00	£0.00	£21,231.00	£89,087.00	£0.00	£0.00	£1,127.00	£0.00	£0.00	£1,530.00	£0.00	£955.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£1,306.00	14
Thomas	Mr Gareth	£136,231.00	£135,563.00	£668.00	£11,748.00	£0.00	£18,396.00	£90,737.00	£752.00	£2,640.00	£1,298.00	£0.00	£9,992.00	£668.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Campbell	Mr Gregory	£136,213.00	£111,594.00	£24,619.00	£23,083.00	£0.00	£5,421.00	£80,112.00	£291.00	£1,325.00	£1,362.00	£0.00	£0.00	£6,057.00	£2,174.00	£13,906.00	£0.00	£0.00	£0.00	£0.00	£1,238.00	£1,244.00	6	£0.00	0	£0.00	0
Winterton	Rt Hon Rosie	£136,199.00	£128,759.00	£7,440.00	£21,631.00	£0.00	£10,539.00	£85,780.00	£1,486.00	£5,461.00	£1,034.00	£0.00	£2,828.00	£1,988.00	£5,118.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£334.00	4
Murrison	Dr Andrew	£136,035.00	£128,464.00	£7,571.00	£20,401.00	£0.00	£15,755.00	£83,421.00	£838.00	£3,463.00	£1,199.00	£0.00	£3,387.00	£2,613.00	£4,527.00	£0.00	£81.00	£111.00	£92.00	£0.00	£0.00	£22.00	2	£39.00	6	£86.00	2
Lait	Mrs Jacqui	£135,916.00	£128,892.00	£7,024.00	£15,478.00	£0.00	£18,226.00	£82,505.00	£764.00	£3,853.00	£1,208.00	£0.00	£6,858.00	£6,836.00	£101.00	£0.00	£0.00	£87.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Pickles	Mr Eric	£135,829.00	£131,327.00	£4,502.00	£13,689.00	£0.00	£16,579.00	£88,892.00	£496.00	£581.00	£1,146.00	£0.00	£9,944.00	£2,451.00	£1,189.00	£0.00	£0.00	£0.00	£862.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Ancram	Earl of, Rt Hon Michael	£135,695.00	£126,661.00	£9,034.00	£15,756.00	£0.00	£10,984.00	£95,089.00	£534.00	£1,773.00	£1,192.00	£0.00	£1,333.00	£390.00	£4,602.00	£1,735.00	£0.00	£0.00	£0.00	£0.00	£0.00	£2,307.00	22	£0.00	0	£0.00	0
Wright	Jeremy	£135,604.00	£129,835.00	£5,769.00	£20,409.00	£0.00	£17,217.00	£80,427.00	£859.00	£1,554.00	£1,163.00	£0.00	£8,206.00	£2,251.00	£3,239.00	£0.00	£10.00	£0.00	£0.00	£0.00	£0.00	£116.00	2	£0.00	0	£153.00	8
Field	Rt Hon Frank	£135,595.00	£126,359.00	£9,236.00	£9,573.00	£0.00	£8,242.00	£98,711.00	£567.00	£1,389.00	£1,214.00	£0.00	£6,663.00	£1,061.00	£5,478.00	£0.00	£0.00	£0.00	£2,335.00	£0.00	£0.00	£0.00	0	£0.00	0	£362.00	4
Burns	Mr Simon	£135,537.00	£130,606.00	£4,931.00	£18,908.00	£0.00	£18,088.00	£80,478.00	£661.00	£3,110.00	£1,265.00	£0.00	£8,096.00	£4,036.00	£265.00	£0.00	£270.00	£202.00	£0.00	£0.00	£0.00	£0.00	0	£110.00	11	£48.00	6
Lepper	David	£135,533.00	£133,840.00	£1,693.00	£11,175.00	£0.00	£19,265.00	£90,376.00	£1,185.00	£5,813.00	£908.00	£0.00	£5,118.00	£348.00	£926.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£300.00	25	£0.00	0	£119.00	12
MacKinlay	Andrew	£135,474.00	£131,937.00	£3,537.00	£15,761.00	£0.00	£17,162.00	£92,054.00	£708.00	£2,448.00	£1,344.00	£0.00	£2,460.00	£3,216.00	£110.00	£0.00	£0.00	£0.00	£72.00	£0.00	£0.00	£0.00	0	£0.00	0	£139.00	22
Kemp	Mr Fraser	£135,438.00	£125,674.00	£9,764.00	£23,075.00	£0.00	£20,508.00	£77,174.00	£559.00	£2,611.00	£959.00	£0.00	£788.00	£6,885.00	£2,260.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£619.00	5
McDonnell	John	£135,180.00	£131,373.00	£3,807.00	£0.00	£2,812.00	£21,150.00	£90,505.00	£1,878.00	£4,990.00	£1,281.00	£0.00	£8,757.00	£2,343.00	£12.00	£0.00	£0.00	£533.00	£809.00	£110.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Miliband	Rt Hon David	£134,993.00	£130,109.00	£4,884.00	£17,387.00	£0.00	£14,961.00	£83,809.00	£423.00	£1,893.00	£1,248.00	£0.00	£10,388.00	£440.00	£2,467.00	£623.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£1,354.00	12
Mactaggart	Fiona	£134,940.00	£132,289.00	£2,651.00	£3,392.00	£0.00	£11,992.00	£99,820.00	£1,132.00	£4,728.00	£1,194.00	£0.00	£10,031.00	£1,188.00	£554.00	£0.00	£0.00	£0.00	£102.00	£0.00	£749.00	£0.00	0	£0.00	0	£58.00	9
Brazier	Mr Julian	£134,800.00	£129,279.00	£5,521.00	£15,071.00	£0.00	£10,913.00	£95,117.00	£829.00	£3,450.00	£1,059.00	£0.00	£2,840.00	£3,081.00	£207.00	£0.00	£6.00	£1,023.00	£0.00	£0.00	£0.00	£397.00	30	£550.00	50	£257.00	21
Vara	Mr Shailesh	£134,585.00	£128,009.00	£6,576.00	£22,839.00	£0.00	£10,075.00	£90,711.00	£1,133.00	£1,235.00	£917.00	£0.00	£1,099.00	£4,860.00	£729.00	£0.00	£0.00	£0.00	£63.00	£0.00	£0.00	£924.00	4	£0.00	0	£0.00	0
Laing	Mrs Eleanor	£134,583.00	£133,805.00	£778.00	£23,082.00	£0.00	£21,032.00	£83,456.00	£280.00	£1,184.00	£1,199.00	£0.00	£3,572.00	£778.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Ainsworth	Rt Hon Bob	£134,515.00	£130,817.00	£3,698.00	£23,083.00	£0.00	£19,724.00	£79,747.00	£426.00	£978.00	£1,312.00	£0.00	£5,547.00	£605.00	£2,282.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£459.00	6	£0.00	0	£352.00	4
McNulty	Rt Hon Tony	£134,402.00	£134,402.00	£0.00	£12,600.00	£0.00	£17,892.00	£90,709.00	£763.00	£2,243.00	£981.00	£0.00	£9,214.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Jack	Rt Hon Michael	£134,316.00	£122,476.00	£11,840.00	£22,000.00	£0.00	£10,873.00	£82,621.00	£751.00	£4,858.00	£1,181.00	£0.00	£192.00	£2,808.00	£8,207.00	£0.00	£0.00	£0.00	£59.00	£0.00	£0.00	£326.00	11	£0.00	0	£440.00	10
Barlow	Ms Celia	£134,309.00	£126,373.00	£7,936.00	£0.00	£0.00	£22,664.00	£86,070.00	£692.00	£2,767.00	£1,071.00	£0.00	£13,109.00	£1,161.00	£4,553.00	£0.00	£1,394.00	£0.00	£27.00	£0.00	£249.00	£397.00	12	£101.00	8	£54.00	5
McDonagh	Siobhain	£134,302.00	£132,508.00	£1,794.00	£0.00	£2,812.00	£9,487.00	£92,408.00	£1,378.00	£5,285.00	£1,429.00	£0.00	£19,709.00	£1,794.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Hamilton	Mr David	£134,300.00	£118,899.00	£15,401.00	£17,784.00	£0.00	£16,114.00	£78,550.00	£18.00	£190.00	£1,350.00	£0.00	£4,893.00	£2,829.00	£1,576.00	£9,824.00	£104.00	£0.00	£102.00	£0.00	£0.00	£18.00	0	£0.00	0	£948.00	8
Khan	Mr Sadiq	£134,211.00	£132,621.00	£1,590.00	£0.00	£2,812.00	£24,666.00	£86,316.00	£1,918.00	£5,010.00	£1,166.00	£0.00	£10,733.00	£1,484.00	£80.00	£0.00	£26.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Dunne	Mr Philip	£134,183.00	£128,102.00	£6,081.00	£0.00	£0.00	£20,547.00	£90,297.00	£1,380.00	£4,417.00	£1,149.00	£0.00	£10,312.00	£0.00	£3,707.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£2,012.00	28	£232.00	6	£130.00	2
Alexander	Rt Hon Douglas	£134,127.00	£116,182.00	£17,945.00	£17,169.00	£0.00	£17,335.00	£66,668.00	£2,141.00	£4,619.00	£1,396.00	£0.00	£6,854.00	£264.00	£5,400.00	£4,693.00	£0.00	£0.00	£0.00	£0.00	£0.00	£4,082.00	28	£3,153.00	23	£353.00	2
Prosser	Gwyn	£134,083.00	£129,456.00	£4,627.00	£14,611.00	£0.00	£20,035.00	£85,218.00	£778.00	£1,931.00	£1,308.00	£0.00	£5,575.00	£4,042.00	£167.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£418.00	15	£0.00	0	£0.00	0
Hermon	Lady Sylvia	£134,004.00	£125,072.00	£8,932.00	£16,999.00	£0.00	£12,309.00	£92,017.00	£362.00	£2,634.00	£685.00	£0.00	£66.00	£0.00	£437.00	£7,573.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£922.00	4
Bell	Sir Stuart	£133,933.00	£112,748.00	£21,185.00	£22,934.00	£0.00	£5,086.00	£77,127.00	£238.00	£835.00	£1,061.00	£0.00	£5,467.00	£5,555.00	£10,214.00	£0.00	£0.00	£0.00	£0.00	£0.00	£843.00	£4,095.00	26	£0.00	0	£478.00	4
Reid	Mr Alan	£133,927.00	£118,257.00	£15,670.00	£15,489.00	£0.00	£17,536.00	£68,598.00	£591.00	£990.00	£1,363.00	£0.00	£13,690.00	£2,501.00	£2,241.00	£9,397.00	£1,531.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Jones	Mr Martyn	£133,729.00	£125,502.00	£8,227.00	£23,083.00	£0.00	£21,712.00	£67,956.00	£615.00	£1,973.00	£1,346.00	£0.00	£8,817.00	£7,009.00	£430.00	£0.00	£0.00	£0.00	£0.00	£428.00	£360.00	£0.00	0	£0.00	0	£0.00	0
Pugh	Dr John	£133,355.00	£128,619.00	£4,736.00	£23,083.00	£0.00	£18,088.00	£77,412.00	£654.00	£1,431.00	£1,142.00	£0.00	£6,809.00	£872.00	£2,422.00	£0.00	£0.00	£0.00	£102.00	£0.00	£0.00	£846.00	25	£0.00	0	£494.00	14
Drew	Mr David	£133,256.00	£125,676.00	£7,580.00	£10,479.00	£0.00	£14,902.00	£89,330.00	£1,268.00	£5,732.00	£1,762.00	£0.00	£2,203.00	£2,736.00	£4,405.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£404.00	9	£0.00	0	£35.00	2
Hodge	Rt Hon Margaret	£133,255.00	£132,071.00	£1,184.00	£0.00	£2,812.00	£24,767.00	£85,976.00	£1,869.00	£4,430.00	£1,199.00	£0.00	£11,018.00	£1,184.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Buck	Ms Karen	£133,234.00	£132,157.00	£1,077.00	£0.00	£2,812.00	£18,720.00	£92,761.00	£2,591.00	£4,405.00	£1,182.00	£0.00	£9,686.00	£0.00	£1,077.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Lammy	Rt Hon David	£133,224.00	£131,739.00	£1,485.00	£0.00	£2,812.00	£18,828.00	£93,013.00	£1,427.00	£4,475.00	£1,310.00	£0.00	£9,874.00	£0.00	£1,096.00	£0.00	£0.00	£0.00	£389.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Howells	Dr Kim	£133,191.00	£119,660.00	£13,531.00	£16,013.00	£0.00	£5,407.00	£89,853.00	£304.00	£1,016.00	£1,212.00	£0.00	£5,855.00	£3,724.00	£6,807.00	£0.00	£0.00	£0.00	£180.00	£0.00	£0.00	£2,265.00	21	£0.00	0	£555.00	22
Heal	Sylvia	£133,175.00	£125,444.00	£7,731.00	£9,707.00	£0.00	£12,499.00	£91,356.00	£1,147.00	£3,275.00	£1,092.00	£0.00	£6,368.00	£3,495.00	£2,845.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£882.00	18	£0.00	0	£509.00	19
Walter	Mr Robert	£133,170.00	£122,923.00	£10,247.00	£22,496.00	£0.00	£9,529.00	£79,830.00	£656.00	£2,940.00	£1,463.00	£0.00	£6,009.00	£5,910.00	£1,651.00	£0.00	£1,674.00	£49.00	£12.00	£101.00	£0.00	£0.00	0	£0.00	0	£850.00	23
McIntosh	Miss Anne	£133,116.00	£119,821.00	£13,295.00	£20,382.00	£0.00	£12,767.00	£81,071.00	£710.00	£1,580.00	£1,163.00	£0.00	£2,148.00	£3,677.00	£3,216.00	£1,580.00	£2,411.00	£181.00	£400.00	£0.00	£732.00	£158.00	4	£0.00	0	£940.00	8
Brooke	Annette	£132,921.00	£127,465.00	£5,456.00	£16,285.00	£0.00	£19,564.00	£82,177.00	£825.00	£3,019.00	£1,216.00	£0.00	£4,379.00	£1,440.00	£2,414.00	£0.00	£0.00	£0.00	£0.00	£0.00	£866.00	£0.00	0	£0.00	0	£736.00	24
Dobbin	Jim	£132,884.00	£123,754.00	£9,130.00	£9,425.00	£0.00	£16,088.00	£95,754.00	£481.00	£0.00	£1,309.00	£0.00	£697.00	£6,564.00	£60.00	£0.00	£61.00	£184.00	£62.00	£0.00	£961.00	£564.00	4	£0.00	0	£674.00	4
Marris	Rob	£132,513.00	£128,966.00	£3,547.00	£11,973.00	£0.00	£16,056.00	£89,696.00	£1,311.00	£1,490.00	£844.00	£0.00	£7,596.00	£836.00	£2,007.00	£0.00	£32.00	£0.00	£0.00	£0.00	£0.00	£45.00	2	£0.00	0	£627.00	10
Howarth	David	£132,469.00	£127,832.00	£4,637.00	£0.00	£0.00	£25,970.00	£89,046.00	£708.00	£2,180.00	£1,037.00	£5,043.00	£3,848.00	£0.00	£4,348.00	£0.00	£0.00	£10.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£279.00	24
Thornberry	Ms Emily	£132,390.00	£132,390.00	£0.00	£0.00	£2,812.00	£21,351.00	£83,106.00	£2,037.00	£4,626.00	£1,071.00	£0.00	£17,387.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Murphy	Conor	£132,361.00	£129,721.00	£2,640.00	£21,000.00	£0.00	£21,293.00	£85,790.00	£55.00	£170.00	£1,413.00	£0.00	£0.00	£1,650.00	£0.00	£575.00	£0.00	£0.00	£0.00	£0.00	£0.00	£415.00	2	£0.00	0	£0.00	0
Salter	Martin	£132,263.00	£124,365.00	£7,898.00	£0.00	£0.00	£20,805.00	£88,865.00	£1,239.00	£3,041.00	£1,113.00	£0.00	£9,302.00	£1,085.00	£6,413.00	£0.00	£5.00	£173.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£222.00	10
Wilson	Mr Rob	£132,218.00	£121,633.00	£10,585.00	£0.00	£0.00	£16,580.00	£89,718.00	£745.00	£2,952.00	£1,452.00	£0.00	£10,186.00	£1,680.00	£6,960.00	£0.00	£1,482.00	£0.00	£235.00	£0.00	£0.00	£0.00	0	£0.00	0	£228.00	16
Curry	Rt Hon David	£131,899.00	£121,911.00	£9,988.00	£9,439.00	£0.00	£18,172.00	£90,382.00	£591.00	£2,237.00	£1,090.00	£0.00	£0.00	£7,090.00	£2,834.00	£0.00	£21.00	£0.00	£11.00	£0.00	£0.00	£32.00	2	£0.00	0	£0.00	0
Boswell	Mr Tim	£131,781.00	£127,799.00	£3,982.00	£6,332.00	£0.00	£11,653.00	£91,367.00	£629.00	£2,924.00	£999.00	£0.00	£13,895.00	£2,557.00	£310.00	£0.00	£13.00	£0.00	£0.00	£0.00	£1,059.00	£43.00	3	£0.00	0	£0.00	0
Clark	Greg	£131,754.00	£128,878.00	£2,876.00	£23,000.00	£0.00	£5,221.00	£94,003.00	£788.00	£1,526.00	£1,089.00	£0.00	£3,251.00	£690.00	£1,816.00	£0.00	£1.00	£32.00	£68.00	£0.00	£0.00	£269.00	16	£0.00	0	£0.00	0
Abbott	Ms Diane	£131,735.00	£129,946.00	£1,789.00	£0.00	£2,812.00	£20,178.00	£90,325.00	£1,521.00	£3,906.00	£1,351.00	£1,905.00	£7,948.00	£1,619.00	£44.00	£0.00	£0.00	£0.00	£126.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
Johnson	Rt Hon Alan	£131,711.00	£122,952.00	£8,759.00	£11,274.00	£0.00	£16,346.00	£84,210.00	£1,299.00	£4,055.00	£1,139.00	£0.00	£4,629.00	£532.00	£7,231.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£996.00	10
Marshall	Mr David	£131,698.00	£115,799.00	£15,899.00	£20,779.00	£0.00	£17,032.00	£75,198.00	£627.00	£1,170.00	£934.00	£0.00	£59.00	£4,273.00	£2,224.00	£6,202.00	£49.00	£0.00	£0.00	£0.00	£0.00	£1,502.00	11	£0.00	0	£1,649.00	12
Wicks	Rt Hon Malcolm	£131,601.00	£131,405.00	£196.00	£0.00	£2,812.00	£21,003.00	£90,747.00	£1,600.00	£4,023.00	£1,304.00	£0.00	£9,916.00	£196.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	£0.00	0	£0.00	0	£0.00	0
